id,seed,final_train_perplexity,final_val_perplexity,model_path,msf_ppl,fro_norm,w_mean,w_std,w_sign_ratio,w_skew,w_kurt,in_sum_var,out_sum_var,in_sum_cv,out_sum_cv,in_sum_gini,out_sum_gini,mean_abs_in_var,mean_abs_out_var,mean_abs_in_cv,mean_abs_out_cv,k_in_var,k_out_var,k_in_cv,k_out_cv,sign_balance_var
20250814-065005,3594819,8315.940141737792,5231.744197360583,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-065005'}/checkpoint_step6000_tokens98304000.pt,21381.44,1165.951212253755,0.00015863789130813463,0.8052258552815519,0.5000221782684449,0.001218262300028749,0.0024450542281866383,20.629039857523892,20.65328723948809,0.22096389429145183,0.22109371668061473,0.1243822682836424,0.12449726093841718,0.007637469663977937,0.007617353272298316,0.13600710801600824,0.1358357228322112,31.81761335185729,31.839616525685415,0.17631465576354385,0.1763756096054179,0.032070610412153436
20250729-191841,3620679,118.27818394147636,162.99996726850102,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250729-191841'}/checkpoint_step6000_tokens98304000.pt,2668.8,257.5205040265607,1.0624564725201093e-05,0.17784819633535998,0.49992321061658535,0.0018021994865611644,0.0041190082187192445,1.0104842091572346,1.0076729102492425,0.22150039119193995,0.2211920550910018,0.1247570277174419,0.12445980108961507,0.00037101463843964655,0.00037123139318759346,0.13579115086195467,0.13583399353263498,31.901856418699026,31.646607395261526,0.17654816705274087,0.1758404613847801,0.032337900004359536
20250814-022010,3747174,2220.790253347163,2800.3508727251638,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-022010'}/checkpoint_step6000_tokens98304000.pt,17702.4,479.16562799417017,-0.0005147241043472916,0.33091871870496103,0.4993289320432803,0.0010114953054675864,-0.0006946348340211017,3.533471761404582,3.473401074997312,0.2225162372917696,0.22061668889103356,0.12515396977670568,0.12419063562926969,0.0012762366697916193,0.001291885551709154,0.13531561407792805,0.13609662609769238,32.16049615945667,31.81906549539417,0.17726120823714847,0.17631775413772252,0.03221284633866128
20250729-211525,3882035,115.68540943174604,168.17414165184545,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250729-211525'}/checkpoint_step6000_tokens98304000.pt,801.3,257.8218938133679,4.821886983796888e-05,0.1780566749186623,0.500437844241919,-0.00015433173220412698,9.92462366968816e-05,1.014809243085443,1.0168905834893973,0.22161934711246498,0.22184649770102036,0.12477641121704541,0.1249335867680974,0.00037189421704764277,0.00037366855093899447,0.135747367473259,0.13604761462164058,31.71700954064727,32.16412257775664,0.17603661482375574,0.17727306205102047,0.032539638724589384
20250812-201349,4101502,109.85502363340332,153.12429849019884,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250812-201349'}/checkpoint_step6000_tokens98304000.pt,596.42,251.84726068633154,3.2537774846131e-05,0.17393064955749268,0.49978298528306353,-9.440469449038192e-05,0.00204521838711047,0.9652837016800444,0.9679995746521258,0.22132869782400424,0.22163983869096163,0.12467730512243613,0.12481757798929038,0.0003547624347987996,0.00035359898696482676,0.13575413192524202,0.13553839478642998,31.77828787267208,31.915220245718956,0.17620692327423565,0.17658615225905933,0.03211922661129535
20250814-145554,4127349,1492.920876023486,1096.6331584284585,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-145554'}/checkpoint_step6000_tokens98304000.pt,20873.76,398.4530955556368,-4.0441914057833914e-05,0.2751786584855142,0.5003145501503593,-0.0011777375580678594,-0.0019869453873377907,2.4244180769080517,2.4070558486797826,0.22163251585407703,0.22083749034509734,0.12480235201256462,0.12434783940430028,0.0008927169899705459,0.0008799222295743094,0.13605103842721114,0.13505358119011426,32.08143734349869,32.23204159154557,0.17704429496435467,0.17745936993743558,0.03232050394297968
20250727-150021,4159348,124.1927806559348,157.98498549518746,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250727-150021'}/checkpoint_step6000_tokens98304000.pt,2192.8,259.64927705023234,-0.0001574002362557971,0.1793167562679292,0.499516378274224,-0.0003806136676637672,0.001628004615355394,1.0325694674688124,1.0146486236322416,0.22203001958159266,0.2200948562780499,0.12507205981680092,0.12388686490996914,0.0003782804073480771,0.00037400703698888313,0.13597479049476796,0.13517933901218182,31.934823617339134,31.572152718901634,0.17663633254002248,0.1756304748490462,0.03256414541310702
20250724-180859,4186150,251.07030363588035,286.07385163895896,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250724-180859'}/checkpoint_step6000_tokens98304000.pt,5489.84,270.913317892352,1.9385852291084328e-05,0.1870964826234753,0.5004643083522562,-0.0005360316828778287,-0.0014396601611017523,1.1169362105135194,1.1239499236114292,0.22126436423244503,0.2219579831426048,0.12458121545773915,0.12500979191632344,0.0004062987071588754,0.0004054780205293173,0.13502594779176214,0.13490011572300223,31.815298625966534,32.001577922841534,0.17630656042111156,0.17682194658279551,0.03258294175314712
20250726-211249,4632219,107.0172805739331,143.8469662358426,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250726-211249'}/checkpoint_step6000_tokens98304000.pt,672.68,251.96472144445394,-0.00025078364710514836,0.1740110116199339,0.4991648566329271,0.0016133076417999134,0.0019136227590026422,0.9608322717671105,0.97303901826194,0.22073693879238693,0.22213467280099056,0.12420603717612455,0.12508157811978282,0.0003548278214255096,0.00035789981375615064,0.13570603034385045,0.13628772304407455,31.547151080332696,32.19006489869207,0.17556376812320654,0.17734369254542295,0.032143043126560605
20250729-231148,4693068,683.6299114655816,551.4217815078388,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250729-231148'}/checkpoint_step6000_tokens98304000.pt,1306.64,293.0129783913788,4.329489515266344e-05,0.20235885839663656,0.500341017596508,-0.0032372346989665143,-0.00084404770838864,1.3078283960981185,1.3081699639342337,0.22144593521181655,0.2214748510355963,0.12485138727682932,0.12469784820022634,0.00048043663297077274,0.0004817694315865266,0.13578558810233274,0.13597121714086316,31.968786559067667,31.988134703598917,0.1767314147353757,0.17678488732698822,0.03256253955994766
20250725-175804,6376404,2433.772541666509,3827.6258214399054,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250725-175804'}/checkpoint_step6000_tokens98304000.pt,22256.96,486.5957416167674,-0.0003529506794802397,0.3360520469778341,0.49946056444704756,0.00010611938632561449,0.006930904969395968,3.629163191933838,3.5984513520452364,0.22216567602993484,0.22122363885892907,0.1250736292934096,0.12468494365955518,0.001329538717029505,0.0013281271029014893,0.13605123166539335,0.13595928843000035,32.09490871056914,31.95614528283477,0.17708222267610169,0.17669899750397014,0.032426273425842714
20250725-202600,7654433,840.1036492454629,827.7821368360857,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250725-202600'}/checkpoint_step6000_tokens98304000.pt,3059.08,311.10992573142073,-5.234531747664572e-05,0.21485583696903462,0.49986979452335734,-0.0003247582239160739,-0.0019138804309846158,1.486907644457209,1.4731285493473867,0.22232157607208988,0.2212890572408716,0.12523732541418942,0.12460164647216865,0.0005485993266453309,0.0005395632395892903,0.13662418935012804,0.1354969686309947,32.0809430917725,31.84867380466312,0.17703946915696223,0.17639741303680095,0.03205501149311155
