id,seed,final_train_perplexity,final_val_perplexity,model_path,msf_ppl,fro_norm,w_mean,w_std,w_sign_ratio,w_skew,w_kurt,in_sum_var,out_sum_var,in_sum_cv,out_sum_cv,in_sum_gini,out_sum_gini,mean_abs_in_var,mean_abs_out_var,mean_abs_in_cv,mean_abs_out_cv,k_in_var,k_out_var,k_in_cv,k_out_cv,sign_balance_var
20250727-030225,1360681,115.98284444400568,148.4131591025766,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250727-030225'}/checkpoint_step6000_tokens98304000.pt,791.94,253.56158094695613,0.00011052460205578503,0.175113558628144,0.5003057249257866,0.0014092700915277333,0.002837275733146072,0.9822193134878836,0.9833178527812518,0.2217853387633991,0.2219093293125394,0.12490534671605502,0.12499654525335724,0.0003632409477951463,0.0003596687459488522,0.13644194729097694,0.13576652345041973,32.099155366420746,32.32263559103012,0.1770922483564777,0.17770765347890782,0.03208991785177637
20250814-165733,1466829,156.018328050871,179.02044192165667,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-165733'}/checkpoint_step6000_tokens98304000.pt,3543.72,264.97672096233777,0.00022702655466965503,0.1829969705503933,0.5004891124195444,0.0002197205655459046,-0.0023400195439693405,1.0791200521250732,1.0700013988066033,0.22236050163721308,0.22141902625527804,0.1252281569507998,0.12465586420990293,0.00039187807815391787,0.0003912461271789783,0.13559240846411627,0.1354581469396303,32.006610579555854,31.95671433932148,0.1768368618932612,0.17669896950351455,0.032293270104956445
20250814-085200,1487329,121.70429089650712,168.17414165184545,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-085200'}/checkpoint_step6000_tokens98304000.pt,2496.28,260.2145254978912,0.00017686372090533776,0.1797096768678611,0.5003963522240559,0.0003881633830124341,0.00788399813986107,1.0264042967837814,1.0343109370787293,0.22093166881765097,0.22178098135342822,0.12444991714347353,0.12486419365409507,0.00038277212307591066,0.00038176841315354533,0.13646994854832686,0.13630256251483414,31.797266867011786,32.057276632636786,0.17626054240334227,0.1769797261537644,0.032321336455192626
20250730-010810,1665574,770.4766680345258,686.2554949467076,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250730-010810'}/checkpoint_step6000_tokens98304000.pt,1862.04,303.73085608717076,0.00022957872259832534,0.20976150409378605,0.5003288580968965,0.0016400637648968102,0.0010239906850539882,1.40476875796495,1.4082729783502115,0.22136575669123223,0.22164168510896295,0.12457159112537264,0.12474961826943143,0.0005141053084982655,0.0005139535104430316,0.13547343248794821,0.13544989616647465,32.11027739546262,32.22090361616574,0.17712351737914406,0.17742836771354714,0.03239456854475445
20250728-101625,1802095,117.23848858788008,153.12429849019884,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250728-101625'}/checkpoint_step6000_tokens98304000.pt,1138.84,257.15161222396324,-0.00010674668218807217,0.17759306258025848,0.49980158843718464,0.0010595988870762507,-0.0014719753845064965,1.015094106573034,1.0119517671965923,0.22217515709093383,0.22183100629817631,0.12515911277132907,0.12484541484746703,0.0003702896630107561,0.0003707637584971376,0.13576984300285136,0.13584691686391012,32.09442421421409,31.99087807163596,0.1770795347354488,0.17679364838021888,0.03252409725063288
20250813-000704,2003755,1196.8365575830824,1131.4440316534813,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250813-000704'}/checkpoint_step6000_tokens98304000.pt,5336.52,347.97927977207814,2.5076626084858265e-05,0.2403212498490191,0.5001805275410622,0.0007931251858280191,0.002406816794065847,1.878052688116441,1.8545893081770912,0.22342665865575184,0.22202658573439363,0.12581221735710657,0.12487691795354405,0.0006805351814962481,0.0006781771907356,0.13607690080309168,0.13582520765385211,32.56022476009093,32.23490737727843,0.17836153881390426,0.1774682745416642,0.0324468820800474
20250814-230836,2022206,1041.0505735226018,1131.4440316534813,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-230836'}/checkpoint_step6000_tokens98304000.pt,9348.64,344.4938884973819,-0.00016239611339052395,0.23791366290799704,0.49970071175752073,-0.0002984605323071743,0.00129534423132327,1.810055271336319,1.8307071488988522,0.2215455398137094,0.22280582030493173,0.12469744098324442,0.1254029815499511,0.0006642492310842154,0.0006618271935680097,0.13576886251818468,0.1355405297510252,32.07319664931856,32.355636834865436,0.1770218927223909,0.17779962165532046,0.03231290942884043
20250727-010603,2025974,122.18505588333213,179.02044192165667,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250727-010603'}/checkpoint_step6000_tokens98304000.pt,3253.76,260.0906848178756,0.00018486929323109362,0.1796236276831999,0.5007073248905864,-0.0006807944166617887,-0.0004683329079973042,1.0274094029917769,1.025811678666713,0.2210582454627843,0.2208862947519161,0.1245246497882817,0.12437197962490065,0.00037744068306048273,0.00038276662662406957,0.13554992007005479,0.1364925692087291,31.884397491812706,31.716855987906456,0.17650086088009453,0.1760365245425852,0.03225376540251534
20250814-205036,2382675,2185.239650887184,1322.7920882144774,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-205036'}/checkpoint_step6000_tokens98304000.pt,14374.4,494.43554994684206,-4.506397325542497e-05,0.3414647579347576,0.49966995094097366,0.00033895654187476035,-0.0013006786616998056,3.7536760291125306,3.7324323705131572,0.22226470957291414,0.22163487163597542,0.12521617083150893,0.12478065348853451,0.0013686286717598589,0.0013704928074839023,0.13579242645126063,0.1358630534900862,32.084354802034795,32.11111871805042,0.17705124712452625,0.1771250774531916,0.032019762024042234
20250814-041712,2382711,880.0290429485867,1167.3599206126853,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-041712'}/checkpoint_step6000_tokens98304000.pt,4624.8,317.03363978672826,-0.0002839642480366351,0.21895019005232294,0.4996718524786108,-0.004135236441224601,0.0038627279990612884,1.520521485666379,1.5207471162971118,0.22068401873044494,0.22070039180630838,0.12432337746759425,0.12428360143510275,0.0005604461287481475,0.0005595590945966498,0.13553329149272236,0.1354303633383932,31.75792921241373,31.89348829444498,0.1761516472562417,0.1765271995755167,0.03239088355427394
20250726-230941,2423809,637.6946196346523,534.4563168515505,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250726-230941'}/checkpoint_step6000_tokens98304000.pt,1928.4,293.71796711525,-0.00014675731617420088,0.2028473781076369,0.5001042148093775,-0.003144753932750988,0.001200176192738489,1.3209734282427006,1.3188557083929142,0.22202040144718127,0.22184236395091847,0.12495476609681022,0.12492618660036969,0.0004815172525805399,0.0004774384449175122,0.135627223033873,0.13504849255606874,31.988507967209443,32.10322354338132,0.1767888699255024,0.17710558190615575,0.0322796319573434
20250812-181700,2504390,109.8231794116884,143.8469662358426,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250812-181700'}/checkpoint_step6000_tokens98304000.pt,601.12,253.88782820041757,-3.93819492441127e-06,0.17533857040841636,0.5004096984543065,0.00037919437516399006,-0.0046833857899888365,0.982110771035854,0.9802757724246258,0.22136898621117113,0.2211620840390302,0.1246804379983022,0.12455948238037051,0.00036311427638163025,0.00036122139348572307,0.13617896792557188,0.13580701925919844,31.801793918013573,32.03418527543545,0.17626939005152606,0.17691226133161322,0.032148325584084585
20250728-121302,2547316,142.31292304927527,190.56626845863,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250728-121302'}/checkpoint_step6000_tokens98304000.pt,5948.0,263.99584829275517,2.2999712563680317e-05,0.18232048637830853,0.5000465030427299,0.0015724338178828077,0.00412801840336563,1.0705002967974422,1.0701400068937772,0.2223673454622264,0.22232992209489405,0.12515447146407355,0.12530272591651404,0.0003884038528321433,0.00039069103447635556,0.13552477596443727,0.13592430567702288,32.0918724515941,32.11512684612535,0.1770737618103436,0.17713790573721241,0.03255083565788966
20250727-165722,2865305,113.32652422449956,143.8469662358426,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250727-165722'}/checkpoint_step6000_tokens98304000.pt,801.98,256.9972033363152,4.9688691977142534e-05,0.17748742392149866,0.49994252678943196,-5.873770826740136e-05,0.002855090773998814,1.0115012264903105,1.0108546401459233,0.2220389461761079,0.22196796736887014,0.1250385371401287,0.12493264310189978,0.0003729219195729678,0.0003698919598662134,0.13639711286366824,0.13583734458839933,31.98167154355906,32.047436924418435,0.17677014632334373,0.17695180327145202,0.03227307153880001
20250814-125920,3016544,907.7247731024156,1030.191514142094,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-125920'}/checkpoint_step6000_tokens98304000.pt,3049.56,319.76940155304095,-9.143183873536507e-05,0.22084115423951492,0.500063674793987,-0.002506945020960041,-0.0013363781555604248,1.5471143008762511,1.5504791082695801,0.22062234763206343,0.22086213227840723,0.12420563869243906,0.12433922945623932,0.0005680113598089305,0.0005710857933004207,0.13522410501196105,0.13559389298830257,31.868197597330436,31.852328456705436,0.1764594674066232,0.1764155269109817,0.0320954772277556
20250727-185359,3221079,727.5047950878405,624.8427387029609,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250727-185359'}/checkpoint_step6000_tokens98304000.pt,1861.48,300.7200511868159,0.00014005007998879132,0.2076831615779363,0.5004681319698125,-0.00036831871271839924,0.0018201674668949508,1.3744529703993829,1.3772200856344394,0.22119243767028912,0.22141498337659585,0.12449023719782604,0.12472099501947165,0.0005047166104954896,0.0005074222328760803,0.13559125354069435,0.13597710833231338,32.05805752775632,31.74567959806882,0.17698095316051907,0.1761165795188999,0.032517815351737464
20250814-105348,3264394,408.1714385806307,378.98627852215554,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250814-105348'}/checkpoint_step6000_tokens98304000.pt,1771.76,276.1218888441269,8.013489775098232e-06,0.1906960503045311,0.49979896146785313,-0.0005666815196139059,-0.0015739278632009857,1.1610088979111404,1.181641713810158,0.22129047907336058,0.22324814648117927,0.12463752335060252,0.12565102175780496,0.000430748690886874,0.00042759719014487006,0.13634443547665837,0.1358890377931962,31.937783309957013,32.28931529237889,0.17665016250951865,0.17761967626726555,0.03230716913085538
20250812-161417,3419954,104.69411815648743,143.8469662358426,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250812-161417'}/checkpoint_step6000_tokens98304000.pt,725.68,252.57277342799384,5.6225637323937106e-05,0.17443219603240034,0.5003319628735775,-0.002073435562312941,0.0006049280362758758,0.9712762902579147,0.9799844947247907,0.22133176736964144,0.22232175416304242,0.12459709504378913,0.1252375378467927,0.0003551467459721124,0.00035671286420761305,0.13539243512593419,0.1357149475350867,31.979700949043036,32.104212667793036,0.17676545905633825,0.17710923946886614,0.03249140392303136
20250812-221028,3536541,109.4610784791558,168.17414165184545,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250812-221028'}/checkpoint_step6000_tokens98304000.pt,695.16,253.88401495869076,5.689749798803227e-05,0.17533588592845048,0.4998800475994019,0.0022581408197659665,-0.0007659838374984851,0.9899058048421839,0.9872429341066744,0.22229512409506894,0.22199593310162885,0.1250859867943781,0.1250764382113736,0.00036148324566769285,0.00036142221475381225,0.13591029115781356,0.13591114549586866,32.14320955029689,31.754354569828138,0.17721297028868524,0.17613778475522252,0.03243942128342058
20250727-130235,3552516,4154.289865786993,13359.726829661871,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250727-130235'}/checkpoint_step6000_tokens98304000.pt,12680.4,624.6211900192766,0.0003385311212514427,0.4313771450015051,0.5005919061955074,-0.0023626494192364356,0.0035485403112374136,5.924238366869638,6.01837070180575,0.2211028128417836,0.22285248065904834,0.12452903017526151,0.12551281469346054,0.002208338118291098,0.002179394275978701,0.1365561027594147,0.13568457787208277,31.809778079390526,32.412378177046776,0.1762955517918529,0.17795757687175856,0.03231934232341823
