id,seed,final_train_perplexity,final_val_perplexity,model_path,msf_ppl,rho_act,fro_norm,w_mean,w_std,w_sign_ratio,w_skew,w_kurt,self_loops,deg_skew,deg_var,moment2_trace,moment3_trace,in_sum_var,out_sum_var,sign_balance_var
20250718-125856,69562,16223.99003397866,3377.8679316735347,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250718-125856'}/checkpoint_step6000_tokens98304000.pt,23243.36,,,,,,,,,,,,,,,
20250720-010954,191593,7946.621339723659,13359.726829661871,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250720-010954'}/checkpoint_step6000_tokens98304000.pt,25996.16,,,,,,,,,,,,,,,
20250721-171945,216569,111.52386943575443,148.4131591025766,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250721-171945'}/checkpoint_step6000_tokens98304000.pt,667.42,0.8059939150302956,255.00199657015565,2.8073737944384693e-05,0.17610828083250582,0.500113990932236,-0.001882339501373125,-0.0006608395849005966,34.0,0.6431462456283642,2.0292930603027344,0.0021980386839413257,0.00011586613872737497,0.9871670870425032,0.9918743936693137,0.03225037975936306
20250718-010717,321374,5646.451090550553,59874.14171519782,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250718-010717'}/checkpoint_step6000_tokens98304000.pt,15189.6,,,,,,,,,,,,,,,
20250722-114101,328634,340.00470815425825,304.5240299109616,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250722-114101'}/checkpoint_step6000_tokens98304000.pt,1454.8,0.974972758215255,275.0045989236905,-5.733202600824408e-05,0.1899236460345215,0.4999928456618478,0.00128503164210651,0.0029637344661890275,26.0,0.8038704057207031,2.0856285095214844,-0.0002099343100581751,6.350550987504856e-05,1.160546562932155,1.147289794252175,0.03219061093595994
20250721-211152,336023,895.4941412241585,1062.893303177624,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250721-211152'}/checkpoint_step6000_tokens98304000.pt,17512.68,,,,,,,,,,,,,,,
20250718-032115,435797,1794.826897467795,1698.498662260842,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250718-032115'}/checkpoint_step6000_tokens98304000.pt,6550.48,,,,,,,,,,,,,,,
20250724-161236,447122,130.5295547399764,162.99996726850102,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250724-161236'}/checkpoint_step6000_tokens98304000.pt,5784.8,0.9927146142612691,260.9104351366275,0.0002827663907854878,0.18019032412510685,0.5004845904066362,-0.0007824397850724095,-0.000298069509578891,28.0,0.7918659045556355,2.040771484375,0.00023922014248446116,-0.0008585709177444195,1.0390652554554263,1.043730103554575,0.03233122083288975
20250718-151303,469634,3363.765233559485,4914.768840299134,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250718-151303'}/checkpoint_step6000_tokens98304000.pt,30472.64,,,,,,,,,,,,,,,
20250721-030335,477887,1085.495528616351,1985.7461168433776,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250721-030335'}/checkpoint_step6000_tokens98304000.pt,7852.24,,,,,,,,,,,,,,,
20250720-030605,509971,106.46925057139634,143.8469662358426,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250720-030605'}/checkpoint_step6000_tokens98304000.pt,655.0,0.9855269080200303,252.4477397426739,3.480947816409234e-05,0.1743462248609734,0.5000417340174215,-0.0001644344834170836,0.003029836277989695,37.0,0.7036958415024681,2.00388240814209,0.00010523801230745807,-0.00035730856456792255,0.9635125911540063,0.9729873721788713,0.03227189604361906
20250722-221144,509971,106.44625492691856,139.42126035437516,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250722-221144'}/checkpoint_step6000_tokens98304000.pt,653.28,0.9851541438232114,252.4477397426739,3.480947816409234e-05,0.1743462248609734,0.5000417340174215,-0.0001644344834170836,0.003029836277989695,37.0,0.729620771465768,2.0973968505859375,0.00010553452648486879,6.684220430537718e-05,0.9635125911540063,0.9729873721788713,0.03227189604361906
20250723-000809,509971,106.45894506571994,143.8469662358426,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250723-000809'}/checkpoint_step6000_tokens98304000.pt,653.42,0.7785665844294106,252.44782943309949,3.481340091719469e-05,0.17434628680246678,0.5000417340174215,-0.00016437440629795907,0.0030307147894794717,37.0,0.6737622069424831,1.9570913314819336,-0.0005612504414258402,-0.0010475469373237255,0.9635129098101585,0.9729880843507935,0.03227189604361906
20250719-132130,572243,27151.032157538317,32048.31862582525,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250719-132130'}/checkpoint_step6000_tokens98304000.pt,30590.72,,,,,,,,,,,,,,,
20250719-191217,615727,1329.2731670184055,802.313957927379,checkpoint_65536/ESN_ml (49.97M N65536_batch_size64_seq_len256_sigma_in1.0_spectral_radius0.99_sparsity0.99951171875_dropout0.0_r_out512_{'20250719-191217'}/checkpoint_step6000_tokens98304000.pt,1581.88,0.5733485428845174,264.8899578228332,-0.00022588137825490414,0.18293792445263807,0.49924235739649486,0.0026525217488837733,-0.0033415772061533566,31.0,0.7300077624018735,2.0290212631225586,-0.0003355052872233359,0.00029115168203681143,1.0683125936038267,1.0676406785544974,0.032443415745389725
