param,importance_mean,importance_std
hp.ngrc_num_layers,286.62016736527494,53.12895015026315
hp.ngrc_lag,15.536557511877163,22.669384554030167
hp.ngrc_d_model,5.574524911598072,6.016098818268902
hp.ngrc_poly_degree,2.1682949720660867,1.6267490852274737
